NORMA,ART,APT,OPC,PTOS,CALIF,INFRACCION,MULTA,RESPONS,COMENTARIO,MATERIA
CIR,"

094

040","

1-B

1","


5E","


0","


Grave076.-D)","PARARENUNPASOANIVEL(SÓLOPARAINFRACCIONESDETECTADASENENLUGARPELIGROSOOENELQUESEOBSTACULIZAGRAVEMENTELACIRCULACIÓNOCONSTITUYEUNRIESGO,ESPECIALMENTEPARALOS
PEATONES.)","

200.0

100.0","Titular

Conductor

Arrendatarioalargoplazo","
NOTA:Responsabilidaddetitularoarrendatario,salvodesignacióndeconductorhabitualoconductorresponsable.Encasodeconductoridentificadoenladenuncia,eselresponsable","


PARADA"
CIR,"

094

040","

1-B

1","


5F","


0","


Grave076.-D)","PARARENUNPASOPARACICLISTAS.(SÓLOPARAINFRACCIONESDETECTADASENLUGARPELIGROSOOENELQUESEOBSTACULIZAGRAVEMENTELACIRCULACIÓNOCONSTITUYEUNRIESGO,ESPECIALMENTE
PARALOSPEATONES.)","

200.0

100.0","Titular

Conductor

Arrendatarioalargoplazo","
NOTA:Responsabilidaddetitularoarrendatario,salvodesignacióndeconductorhabitualoconductorresponsable.Encasodeconductoridentificadoenladenuncia,eselresponsable","



PARADA"
CIR,"

094

040","

1-B

1","


5G","


0","


Grave076.-D)","PARARENUNPASOPARA
PEATONES(SÓLOPARAINFRACCIONESDETECTADASENLUGARPELIGROSOOENELQUESEOBSTACULIZAGRAVEMENTELACIRCULACIÓNOCONSTITUYEUNRIESGO,ESPECIALMENTEPARALOSPEATONES.)","

200.0

100.0","Titular

Conductor

Arrendatarioalargoplazo","
NOTA:Responsabilidaddetitularoarrendatario,salvodesignacióndeconductorhabitualoconductorresponsable.Encasodeconductoridentificadoenladenuncia,eselresponsable","


PARADA"
CIR,"

094

040","

1-C

1","


5H","


0","


Leve","
PARARENUNCARRILOPARTEDELAVÍARESERVADOEXCLUSIVAMENTEPARALACIRCULACIÓNDEDETERMINADOSUSUARIOS","

80.0

40.0","Titular

Conductor

Arrendatarioalargoplazo","NOTA:Responsabilidaddetitularoarrendatario,salvodesignacióndeconductorhabitualoconductorresponsable.Encasodeconductoridentificadoenladenuncia,eselresponsable","


PARADA"
CIR,"

094

040","

1-C

1","


5I","


0","


Leve","
PARARENUNCARRILOPARTEDELAVÍARESERVADAEXCLUSIVAMENTEPARAELSERVICIODEDETERMINADOSUSUARIOS","

80.0

40.0","Titular

Conductor

Arrendatarioalargoplazo","NOTA:Responsabilidaddetitularoarrendatario,salvodesignacióndeconductorhabitualoconductorresponsable.Encasodeconductoridentificadoenladenuncia,eselresponsable","


PARADA"
CIR,"

094

040","

1-D

1","


5J","


0","

Grave076.-D)","
PARARENVÍAINTERURBANAENINTERSECCIÓNOENSUSPROXIMIDADESGENERANDOPELIGROPORFALTADEVISIBILIDAD","

200.0

100.0","Titular

Conductor

Arrendatarioalargoplazo","NOTA:Responsabilidaddetitularoarrendatario,salvodesignacióndeconductorhabitualoconductorresponsable.Encasodeconductoridentificadoenladenuncia,eselresponsable","


PARADA"
CIR,"

094

040","

1-D

1","


5K","


0","

Grave076.-D)","
PARARENVÍAURBANAENINTERSECCIÓNOENSUSPROXIMIDADESDIFICULTANDOELGIROAOTROSVEHÍCULOS","

200.0

100.0","Titular

Conductor

Arrendatarioalargoplazo","NOTA:Responsabilidaddetitularoarrendatario,salvodesignacióndeconductorhabitualoconductorresponsable.Encasodeconductoridentificadoenladenuncia,eselresponsable","



PARADA"
CIR,"

094

040","

1-E

1","


5L","


0","

Grave076.-D)","
PARARCERCAOENCIMADELOSRAÍLESDELTRANVÍAENTORPECIENDOSUCIRCULACIÓN","

200.0

100.0","Titular

Conductor

Arrendatarioalargoplazo","NOTA:Responsabilidaddetitularoarrendatario,salvodesignacióndeconductorhabitualoconductorresponsable.Encasodeconductoridentificadoenladenuncia,eselresponsable","


PARADA"
CIR,"

094

040","

1-F

1","


5M","


0","

Grave076.-D)","
PARARENELLUGARINDICADO,IMPIDIENDOLAVISIBILIDADDELASEÑALIZACIÓNAOTROSUSUARIOS","

200.0

100.0","Titular

Conductor

Arrendatarioalargoplazo","NOTA:Responsabilidaddetitularoarrendatario,salvodesignacióndeconductorhabitualoconductorresponsable.Encasodeconductoridentificadoenladenuncia,eselresponsable","


PARADA"
CIR,"

094

040","

1-F

1","


5N","


0","

Grave076.-D)","PARARENELLUGARINDICADO,OBLIGANDOAOTROSUSUARIOSAREALIZARMANIOBRASANTIRREGLAMENTARIAS(DEBERÁINDICARSELAMANIOBRAREALIZADA)","

200.0

100.0","Titular

Conductor

Arrendatarioalargoplazo","NOTA:Responsabilidaddetitularoarrendatario,salvodesignacióndeconductorhabitualoconductorresponsable.Encasodeconductoridentificadoenladenuncia,eselresponsable","


PARADA"
CIR,"

094

040","

1-G

1","


5Ñ","


0","

Grave076.-D)","

PARARENAUTOVÍAOAUTOPISTA,NOSIENDOZONAHABILITADAALEFECTO","

200.0

100.0","Titular

Conductor

Arrendatarioalargoplazo","NOTA:Responsabilidaddetitularoarrendatario,salvodesignacióndeconductorhabitualoconductorresponsable.Encasodeconductoridentificadoenladenuncia,eselresponsable","


PARADA"
CIR,"

094

040","

1-H

1","


5O","


0","

Grave076.-D)","
PARARENUNCARRILDESTINADOALUSOEXCLUSIVODELTRANSPORTEPÚBLICOURBANO","

200.0

100.0","Titular

Conductor

Arrendatarioalargoplazo","NOTA:Responsabilidaddetitularoarrendatario,salvodesignacióndeconductorhabitualoconductorresponsable.Encasodeconductoridentificadoenladenuncia,eselresponsable","



PARADA"
CIR,"

094

040","

1-H

1","


5P","


0","


Grave076.-D)","PARARENUNCARRIL
RESERVADOPARALASBICICLETAS(SÓLOPARAINFRACCIONESDETECTADASENLUGARPELIGROSOOENELQUESEOBSTACULIZAGRAVEMENTELACIRCULACIÓNOCONSTITUYEUNRIESGO.)","

200.0

100.0","Titular

Conductor

Arrendatarioalargoplazo","
NOTA:Responsabilidaddetitularoarrendatario,salvodesignacióndeconductorhabitualoconductorresponsable.Encasodeconductoridentificadoenladenuncia,eselresponsable","


PARADA"
CIR,"

094

040","

1-I

1","


5Q","


0","

Grave076.-D)","
PARARENZONADESTINADAPARAESTACIONAMIENTOYPARADADEUSOEXCLUSIVOPARAELTRANSPORTEPÚBLICOURBANO","

200.0

100.0","Titular

Conductor

Arrendatarioalargoplazo","NOTA:Responsabilidaddetitularoarrendatario,salvodesignacióndeconductorhabitualoconductorresponsable.Encasodeconductoridentificadoenladenuncia,eselresponsable","


PARADA"
CIR,"

094

040","

1-J

1","


5R","


0","

Grave076.-D)","
PARARENZONASEÑALIZADAPARAUSOEXCLUSIVODEPERSONASCONDISCAPACIDAD","

200.0

100.0","Titular

Conductor

Arrendatarioalargoplazo","NOTA:Responsabilidaddetitularoarrendatario,salvodesignacióndeconductorhabitualoconductorresponsable.Encasodeconductoridentificadoenladenuncia,eselresponsable","


PARADA"
CIR,"


094

040","


1-J

1","



5S","



0","


Grave076.-D)","PARARENZONASEÑALIZADACOMOPASOPARAPEATONES(SOLOPARAINFRACCIONESDETECTADASENUNLUGARPELIGROSOOENELQUESEOBSTACULIZAGRAVEMENTELACIRCULACIÓNOCONSTITUYEUNRIESGO,ESPECIALMENTEPARALOS
PEATONES.)","


200.0

100.0","Titular

Conductor

Arrendatarioalargoplazo","

NOTA:Responsabilidaddetitularoarrendatario,salvodesignacióndeconductorhabitualoconductorresponsable.Encasodeconductoridentificadoenladenuncia,eselresponsable","




PARADA"
CIR,"


094

040","


1-K

1","



5T","



0","


Grave076.-D)","PARARENLUGARPELIGROSOOENELQUESEOBSTACULIZAGRAVEMENTELACIRCULACIÓN.(DEBERÁNESPECIFICARSEYDETALLARSELASCONCRETASCIRCUNSTANCIASDETECTADASQUECONSTITUYENINFRACCIÓN
GRAVEENESTAMATERIA.)","


200.0

100.0","Titular

Conductor

Arrendatarioalargoplazo","

NOTA:Responsabilidaddetitularoarrendatario,salvodesignacióndeconductorhabitualoconductorresponsable.Encasodeconductoridentificadoenladenuncia,eselresponsable.","



PARADA"
CIR,"


094

040","


1-L

1","



5U","



0","


Grave076.-D)","PARARENLUGARQUECONSTITUYEUNGRAVERIESGOPARALOSPEATONES.(DEBERÁNESPECIFICARSEYDETALLARSELASCONCRETASCIRCUNSTANCIASDETECTADASQUECONSTITUYENINFRACCIÓN
GRAVEENESTAMATERIA.)","


200.0

100.0","Titular

Conductor

Arrendatarioalargoplazo","

NOTA:Responsabilidaddetitularoarrendatario,salvodesignacióndeconductorhabitualoconductorresponsable.Encasodeconductoridentificadoenladenuncia,eselresponsable.","



PARADA"
CIR,"



094

040","



1-M

1","




5V","




0","




Leve","PARARENLUGARINDICADOENFORMAANTIREGLAMENTARIA,OBSTACULIZANDOLACIRCULACIÓNOCONSTITUYENDORIESGOPARALOSDEMÁSUSUARIOS.(DEBERÁNESPECIFICARSEYDETALLARSELASCIRCUNSTANCIASDETECTADASQUECONSTITUYENINFRACCIÓN
ENESTAMATERIA.)","



80.0

40.0","Titular

Conductor

Arrendatarioalargoplazo","


NOTA:Responsabilidaddetitularoarrendatario,salvodesignacióndeconductorhabitualoconductorresponsable.Encasodeconductoridentificadoenladenuncia,eselresponsable.","





PARADA"
CIR,"

094

040","

2-A

2","


5A","


0","

Grave076.-D)","

ESTACIONARENUNCRUCEDEVISIBILIDADREDUCIDAOENSUSPROXIMIDADES","

200.0

100.0","Titular

Conductor

Arrendatarioalargoplazo","NOTA:Responsabilidaddetitularoarrendatario,salvodesignacióndeconductorhabitualoconductorresponsable.Encasodeconductoridentificadoenladenuncia,eselresponsable","

ESTACIONAMIENTO"
CIR,"

094

040","

2-A

2","


5B","


0","

Grave076.-D)","
ESTACIONARENUNCAMBIODERASANTEDEVISIBILIDADREDUCIDA,OENSUSPROXIMIDADES","

200.0

100.0","Titular

Conductor

Arrendatarioalargoplazo","NOTA:Responsabilidaddetitularoarrendatario,salvodesignacióndeconductorhabitualoconductorresponsable.Encasodeconductoridentificadoenladenuncia,eselresponsable","

ESTACIONAMIENTO"
CIR,"

094

040","

2-A

2","


5C","


0","

Grave076.-D)","
ESTACIONARENTÚNELOTRAMODEVÍAAFECTADOPORLASEÑALDE""TÚNEL""(S-5)","

200.0

100.0","Titular

Conductor

Arrendatarioalargoplazo","NOTA:Responsabilidaddetitularoarrendatario,salvodesignacióndeconductorhabitualoconductorresponsable.Encasodeconductoridentificadoenladenuncia,eselresponsable","

ESTACIONAMIENTO"
CIR,"

094

040","

2-A

2","


5D","


0","

Grave076.-D)","

ESTACIONARENUNPASOINFERIOR","

200.0

100.0","Titular

Conductor

Arrendatarioalargoplazo","NOTA:Responsabilidaddetitularoarrendatario,salvodesignacióndeconductorhabitualoconductorresponsable.Encasodeconductoridentificadoenladenuncia,eselresponsable","

ESTACIONAMIENTO"
CIR,"

094

040","

2-A

2","


5E","


0","


Grave076.-D)","ESTACIONARENUNPASOANIVEL(SÓLOPARAINFRACCIONESDETECTADASENUNLUGARPELIGROSOOSNELQUESEOBSTACULIZAGRAVEMENTELACIRCULACIÓNOCONSTITUYEUNRIESGO,ESPECIALMENTE
PARALOSPEATONES.)","

200.0

100.0","Titular

Conductor

Arrendatarioalargoplazo",,"



ESTACIONAMIENTO"
CIR,"

094

040","

2-A

2","


5F","


0","


Grave076.-D)","ESTACIONARENUNPASO
PARACICLISTAS(SÓLOPARAINFRACCIONESDETECTADASENUNLUGARPELIGROSOOENELQUESEOBSTACULIZAGRAVEMENTELACIRCULACIÓNOCONSTITUYEUNRIESGO,ESPECIALMENTEPARALOSPEATONES)","

200.0

100.0","Titular

Conductor

Arrendatarioalargoplazo","
NOTA:Responsabilidaddetitularoarrendatario,salvodesignacióndeconductorhabitualoconductorresponsable.Encasodeconductoridentificadoenladenuncia,eselresponsable","


ESTACIONAMIENTO"
CIR,"

094

040","

2-A

2","


5G","


0","


Leve","
ESTACIONARENUNCARRILOPARTEDELAVÍARESERVADOEXCLUSIVAMENTEPARALACIRCULACIÓNDEDETERMINADOSUSUARIOS","

80.0

40.0","Titular

Conductor

Arrendatarioalargoplazo","NOTA:Responsabilidaddetitularoarrendatario,salvodesignacióndeconductorhabitualoconductorresponsable.Encasodeconductoridentificadoenladenuncia,eselresponsable","

ESTACIONAMIENTO"
CIR,"

094

040","

2-A

2","


5H","


0","


Leve","
ESTACIONARENUNCARRILOPARTEDELAVÍARESERVADAEXCLUSIVAMENTEPARAELSERVICIODEDETERMINADOSUSUARIOS","

80.0

40.0","Titular

Conductor

Arrendatarioalargoplazo","NOTA:Responsabilidaddetitularoarrendatario,salvodesignacióndeconductorhabitualoconductorresponsable.Encasodeconductoridentificadoenladenuncia,eselresponsable","

ESTACIONAMIENTO"
CIR,"

094

040","

2-A

2","


5I","


0","

Grave076.-D)",ESTACIONARENVÍAINTERURBANAENINTERSECCIÓNOENSUSPROXIMIDADESGENERANDOPELIGROPORFALTADEVISIBILIDAD,"

200.0

100.0","Titular

Conductor

Arrendatarioalargoplazo","NOTA:Responsabilidaddetitularoarrendatario,salvodesignacióndeconductorhabitualoconductorresponsable.Encasodeconductoridentificadoenladenuncia,eselresponsable","

ESTACIONAMIENTO"
CIR,"

094

040","

2-A

2","


5J","


0","

Grave076.-D)","
ESTACIONARENVÍAURBANAENINTERSECCIÓNOENSUSPROXIMIDADESDIFICULTANDOELGIROAOTROSVEHÍCULOS","

200.0

100.0","Titular

Conductor

Arrendatarioalargoplazo","NOTA:Responsabilidaddetitularoarrendatario,salvodesignacióndeconductorhabitualoconductorresponsable.Encasodeconductoridentificadoenladenuncia,eselresponsable","


ESTACIONAMIENTO"
CIR,"

094

040","

2-A

2","


5K","


0","

Grave076.-D)","
ESTACIONARCERCAOENCIMADELOSRAÍLESDELTRANVÍAENTORPECIENDOSUCIRCULACIÓN","

200.0

100.0","Titular

Conductor

Arrendatarioalargoplazo","NOTA:Responsabilidaddetitularoarrendatario,salvodesignacióndeconductorhabitualoconductorresponsable.Encasodeconductoridentificadoenladenuncia,eselresponsable","

ESTACIONAMIENTO"
CIR,"

094

040","

2-A

2","


5L","


0","

Grave076.-D)","
ESTACIONARENELLUGARINDICADO,IMPIDIENDOLAVISIBILIDADDELASEÑALIZACIÓNAOTROSUSUARIOS","

200.0

100.0","Titular

Conductor

Arrendatarioalargoplazo","NOTA:Responsabilidaddetitularoarrendatario,salvodesignacióndeconductorhabitualoconductorresponsable.Encasodeconductoridentificadoenladenuncia,eselresponsable","

ESTACIONAMIENTO"
CIR,"

094

040","

2-A

2","


5M","


0","

Grave076.-D)","ESTACIONARENELLUGARINDICADO,OBLIGANDOAOTROSUSUARIOSAREALIZARMANIOBRASANTIRREGLAMENTARIAS(DEBERÁINDICARSELAMANIOBRAREALIZADA)","

200.0

100.0","Titular

Conductor

Arrendatarioalargoplazo","NOTA:Responsabilidaddetitularoarrendatario,salvodesignacióndeconductorhabitualoconductorresponsable.Encasodeconductoridentificadoenladenuncia,eselresponsable","

ESTACIONAMIENTO"
CIR,"

094

040","

2-A

2","


5N","


0","


Grave076.-D)","ESTACIONARENAUTOVÍAOAUTOPISTA,NOSIENDOZONAHABILITADAALEFECTO(SÓLOPARAINFRACCIONESDETECTADASENUNLUGARPELIGROSOOENELQUESEOBSTACULIZAGRAVEMENTELACIRCULACIÓNO
CONSTITUYEUNRIESGO.)","

200.0

100.0","Titular

Conductor

Arrendatarioalargoplazo","
NOTA:Responsabilidaddetitularoarrendatario,salvodesignacióndeconductorhabitualoconductorresponsable.Encasodeconductoridentificadoenladenuncia,eselresponsable","



ESTACIONAMIENTO"
CIR,"


094

040","


2-A

2","



5O","



0","


Grave076.-D)","ESTACIONARENUNCARRILRESERVADOPARALASBICICLETAS(SÓLOPARAINFRACCIONESDETECTADASENUNLUGARPELIGROSOOENELQUESEOBSTACULIZAGRAVEMENTELACIRCULACIÓNOCONSTITUYEUNRIESGO,ESPECIALMENTE
PARALOSPEATONES.)","


200.0

100.0","Titular

Conductor

Arrendatarioalargoplazo","

NOTA:Responsabilidaddetitularoarrendatario,salvodesignacióndeconductorhabitualoconductorresponsable.Encasodeconductoridentificadoenladenuncia,eselresponsable","


ESTACIONAMIENTO"
CIR,"




094

040","




2-A

2","





5P","





0","




Grave076.-D)","ESTACIONARENZONADESTINADAPARAESTACIONAMIENTOYPARADADEUSOEXCLUSIVOPARAELTRANSPORTEPÚBLICOURBANO(SÓLOPARAINFRACCIONESDETECTADASENUNLUGARPELIGROSOOENELQUESEOBSTACULIZAGRAVEMENTELACIRCULACIÓNOCONSTITUYEUNRIESGO,ESPECIALMENTEPARALOS
PEATONES.)","




200.0

100.0","Titular

Conductor

Arrendatarioalargoplazo","


NOTA:Responsabilidaddetitularoarrendatario,salvodesignacióndeconductorhabitualoconductorresponsable.Encasodeconductoridentificadoenladenuncia,eselresponsable","




ESTACIONAMIENTO"
CIR,"

094

040","

2-A

2","


5Q","


0","

Grave076.-D)","
ESTACIONARENZONASEÑALIZADAPARAUSOEXCLUSIVODEPERSONASCONDISCAPACIDAD","

200.0

100.0","Titular

Conductor

Arrendatarioalargoplazo","NOTA:Responsabilidaddetitularoarrendatario,salvodesignacióndeconductorhabitualoconductorresponsable.Encasodeconductoridentificadoenladenuncia,eselresponsable","


ESTACIONAMIENTO"
CIR,"


094

040","


2-A

2","



5R","



0","


Grave076.-D)","ESTACIONARENZONASEÑALIZADACOMOPASOPARAPEATONES(SÓLOPARAINFRACCIONESDETECTADASENUNLUGARPELIGROSOOENELQUESEOBSTACULIZAGRAVEMENTELACIRCULACIÓNOCONSTITUYEUNRIESGO,ESPECIALMENTE
PARALOSPEATONES)","


200.0

100.0","Titular

Conductor

Arrendatarioalargoplazo","

NOTA:Responsabilidaddetitularoarrendatario,salvodesignacióndeconductorhabitualoconductorresponsable.Encasodeconductoridentificadoenladenuncia,eselresponsable","


ESTACIONAMIENTO"
CIR,"





094

040","





2-A

2","






5S","






0","





Grave076.-D)","ESTACIONARENUNCARRILOPARTEDELAVÍARESERVADAEXCLUSIVAMENTEPARAELSERVICIODEDETERMINADOSUSUARIOS(UTILIZABLESÓLOENAQUELLOSSUPUESTOSENQUEELESTACIONAMIENTOOBSTACULICEGRAVEMENTELACIRCULACIÓNOCONSTITUYAUNRIESGO,ESPECIALMENTEPARALOSPEATONES,DEBIENDOESPECIFICARSELASCIRCUNSTANCIASCONCURRENTESENCADA
CASOART.76C)LTSV)","





200.0

100.0","Titular

Conductor

Arrendatarioalargoplazo","




NOTA:Responsabilidaddetitularoarrendatario,salvodesignacióndeconductorhabitualoconductorresponsable.Encasodeconductoridentificadoenladenuncia,eselresponsable.","







ESTACIONAMIENTO"
CIR,"






094

040","






2-A

2","







5T","







0","






Grave076.-D)","ESTACIONARENUNCARRILOPARTEDELAVÍARESERVADOEXCLUSIVAMENTEPARALACIRCULACIÓNDEDETERMINADOSUSUARIOS(SÓLOUTILIZABLEENAQUELLOSSUPUESTOSENLOSQUEELESTACIONAMIENTOOBSTACULICEGRAVEMENTELACIRCULACIÓNOCONSTITUYAUNRIESGO,ESPECIALMENTEPARALOSPEATONES,ESPECIFICÁNDOSELASCIRCUNSTANCIASCONCURRENTESENCADA
CASOART.76C)LTSV)","






200.0

100.0","Titular

Conductor

Arrendatarioalargoplazo","




NOTA:Responsabilidaddetitularoarrendatario,salvodesignacióndeconductorhabitualoconductorresponsable.Encasodeconductoridentificadoenladenuncia,eselresponsable","






ESTACIONAMIENTO"
CIR,"

094

040","

2-A

2","


5Ñ","


0","

Grave076.-D)","
ESTACIONARENUNCARRILDESTINADOALUSOEXCLUSIVODELTRANSPORTEPÚBLICOURBANO","

200.0

100.0","Titular

Conductor

Arrendatarioalargoplazo","NOTA:Responsabilidaddetitularoarrendatario,salvodesignacióndeconductorhabitualoconductorresponsable.Encasodeconductoridentificadoenladenuncia,eselresponsable","

ESTACIONAMIENTO"
CIR,"

094

040","

2-B

2","


5S","


0","


Leve","ESTACIONARELVEHÍCULOENZONAHABILITADAPORLAAUTORIDADMUNICIPALCONLIMITACIÓNHORARIA,SINCOLOCARELDISTINTIVOQUELOAUTORIZA","

80.0

40.0","Titular

Conductor

Arrendatarioalargoplazo","NOTA:Responsabilidaddetitularoarrendatario,salvodesignacióndeconductorhabitualoconductorresponsable.Encasodeconductoridentificadoenladenuncia,eselresponsable","


ESTACIONAMIENTO"
CIR,"

094

040","

2-B

2","


5T","


0","


Leve","ESTACIONARELVEHÍCULO
ENZONAHABILITADAPORLAAUTORIDADMUNICIPALCONLIMITACIÓNHORARIA,MANTENIENDOESTACIONADOELVEHÍCULOENEXCESOSOBREELTIEMPOMÁXIMOPERMITIDOPORLAORDENANZAMUNICIPAL","

80.0

40.0","Titular

Conductor

Arrendatarioalargoplazo","
NOTA:Responsabilidaddetitularoarrendatario,salvodesignacióndeconductorhabitualoconductorresponsable.Encasodeconductoridentificadoenladenuncia,eselresponsable","


ESTACIONAMIENTO"
CIR,"

094

040","

2-C

2","


5U","


0","


Leve","

ESTACIONARENZONASEÑALIZADAPARACARGAYDESCARGA.","

80.0

40.0","Titular

Conductor

Arrendatarioalargoplazo","NOTA:RESPONSABILIDADDE
TITULAROARRENDATARIO,SALVODESIGNACIÓNDECONDUCTORHABITUALOCONDUCTORRESPONSABLE.ENCASODECONDUCTORIDENTIFICADOENLADENUNCIA,ESELRESPONSABLE.","

ESTACIONAMIENTO"
CIR,"


094

040","


2-E

2","



5X","



0","


Grave076.-D)","ESTACIONARSOBRELA
ACERA,PASEOYDEMÁSZONASDESTINADASALPASODEPEATONES(SÓLOPARAINFRACCIONESDETECTADASENUNLUGARPELIGROSOOENELQUESEOBSTACULIZAGRAVEMENTELACIRCULACIÓNOCONSTITUYEUNRIESGO,ESPECIALMENTEPARALOSPEATONES)","


200.0

100.0","Titular

Conductor

Arrendatarioalargoplazo","
NOTA:Precisarellugarconcretodondeseproducenloshechosdenunciados.Responsabilidaddetitularoarrendatario,salvodesignacióndeconductorhabitualoconductorresponsable.Encasodeconductoridentificadoenladenuncia,eselresponsable.","



ESTACIONAMIENTO"
CIR,"


094

040","


2-F

2","



5A","



0","


Grave076.-D)","ESTACIONARDELANTEDEUN
VADOSEÑALIZADOCORRECTAMENTE(SÓLOPARAINFRACCIONESDETECTADASENUNLUGARPELIGROSOOENELQUESEOBSTACULIZAGRAVEMENTELACIRCULACIÓNOCONSTITUYEUNRIESGO,ESPECIALMENTEPARALOSPEATONES)","


200.0

100.0","Titular

Conductor

Arrendatarioalargoplazo","

NOTA:Responsabilidaddetitularoarrendatario,salvodesignacióndeconductorhabitualoconductorresponsable.Encasodeconductoridentificadoenladenuncia,eselresponsable","




ESTACIONAMIENTO"
CIR,"


094

040","


2-F

2","



5B","



0","


Grave076.-D)","ESTACIONARENLUGARPELIGROSOOENELQUESEOBSTACULIZAGRAVEMENTELACIRCULACIÓN.(DEBERÁNESPECIFICARSEYDETALLARSELASCONCRETASCIRCUNSTANCIASDETECTADASQUECONSTITUYENINFRACCIÓN
GRAVEENESTAMATERIA.)","


200.0

100.0","Titular

Conductor

Arrendatarioalargoplazo","

NOTA:Responsabilidaddetitularoarrendatario,salvodesignacióndeconductorhabitualoconductorresponsable.Encasodeconductoridentificadoenladenuncia,eselresponsable.","



ESTACIONAMIENTO"
CIR,"


094

040","


2-F

2","



5C","



0","


Grave076.-D)","ESTACIONARENLUGARQUECONSTITUYEUNGRAVERIESGOPARALOSPEATONES.(DEBERÁNESPECIFICARSEYDETALLARSELASCONCRETASCIRCUNSTANCIASDETECTADASQUECONSTITUYENINFRACCIÓN
GRAVEENESTAMATERIA.)","


200.0

100.0","Titular

Conductor

Arrendatarioalargoplazo","

NOTA:Responsabilidaddetitularoarrendatario,salvodesignacióndeconductorhabitualoconductorresponsable.Encasodeconductoridentificadoenladenuncia,eselresponsable.","



ESTACIONAMIENTO"
CIR,"



094

040","



2-F

2","




5D","




0","




Leve","ESTACIONARENLUGARINDICADOENFORMAANTIREGLAMENTARIA,OBSTACULIZANDOLACIRCULACIÓNOCONSTITUYENDORIESGOPARALOSDEMÁSUSUARIOS.(DEBERÁNESPECIFICARSEYDETALLARSELASCIRCUNSTANCIASDETECTADASQUECONSTITUYENINFRACCIÓN
ENESTAMATERIA.)","



80.0

40.0","Titular

Conductor

Arrendatarioalargoplazo","


NOTA:Responsabilidaddetitularoarrendatario,salvodesignacióndeconductorhabitualoconductorresponsable.Encasodeconductoridentificadoenladenuncia,eselresponsable.","





ESTACIONAMIENTO"
CIR,"

094

040","

2-F

2","


5Y","


0","


Leve","

ESTACIONARDELANTEDEUNVADOSEÑALIZADOCORRECTAMENTE","

80.0

40.0","Titular

Conductor

Arrendatarioalargoplazo","
NOTA:Paraaquellossupuestosenlosquenoconstequesehayaobstaculizadooimpedidoelaccesoauninmueble.","

ESTACIONAMIENTO"
CIR,"

094

040","

2-G

2","


5Z","


0","


Grave076.-D)","ESTACIONARENDOBLEFILA(SÓLOPARAINFRACCIONESDETECTADASENLUGARPELIGROSOOENELQUESEOBSTACULIZAGRAVEMENTELACIRCULACIÓNOCONSTITUYEUNRIESGO,ESPECIALMENTEPARALOS
PEATONES.)	","

200.0

100.0","Titular

Conductor

Arrendatarioalargoplazo","
NOTA:Responsabilidaddetitularoarrendatario,salvodesignacióndeconductorhabitualoconductorresponsable.Encasodeconductoridentificadoenladenuncia,eselresponsable","



ESTACIONAMIENTO"
CIR,"
095

041","
1

1","

5A","

0","
Grave076.-M)","NOEXTREMARLAPRUDENCIAYREDUCIRLAVELOCIDADPORDEBAJODELAMÁXIMAPERMITIDAALAPROXIMARSEAUNPASOA
NIVELOAUNPUENTEMÓVIL","
200.0

100.0",Conductor,,"
PASOSANIVELPUENTESMOV."
CIR,"
095

041","
2

2","

5A","

0","
Grave076.-C)","NODETENERSEALLLEGARAUNPASOANIVELOPUENTEMÓVILQUESEENCUENTRECERRADOOCONBARRERA
ENMOVIMIENTO","
200.0

100.0",Usuario,,PASOSANIVELPUENTESMOV.
CIR,"

095

041","

2

2","


5B","


0","

Grave076.-C)","NOSITUARSEENELCARRILCORRESPONDIENTEDETRÁSDELVEHÍCULOQUELEPRECEDEALLLEGARAUNPASOANIVELOPUENTEMÓVILCERRADOOCONLA
BARRERAENMOVIMIENTO","

200.0

100.0",Conductor,,"
PASOSANIVELPUENTESMOV."
CIR,"
095

041","
3

3","

5A","

0","
Grave076.-C)","CRUZARLAVÍAFÉRREASIN
HABERSECERCIORADODEQUENOEXISTARIESGODEQUEDARINMOVILIZADODENTRODELPASO","
200.0

100.0",Usuario,,PASOSANIVELPUENTESMOV.
CIR,"
095

041","
4

4","

5A","

0","
Grave076.-C)","NOSEÑALIZARDEBIDAMENTE
LOSPASOSANIVELYPUENTESMÓVILESENLAFORMAREGLAMENTARIAMENTEESTABLECIDA","
200.0

100.0",TitulardelaVía,,"
PASOSANIVELPUENTESMOV."
CIR,"
095

057","
5

1","

5A","

0","
Grave076.-C)","NOSEÑALIZARDEBIDAMENTE
LOSTÚNELESYPASOSINFERIORESDELONGITUDSUPERIORA200METROS,ENLAFORMAREGLAMENTARIAMENTEESTABLECIDA","
200.0

100.0",TitulardelaVía,,"
TÚNELESYPASOSINFERIORES"
CIR,"

095

022","

6

2","


5A","


0","

Grave076.-C)","CIRCULARENTÚNEL,
CUANDONOSEPUEDAADELANTAR,SINMANTENERENTODOMOMENTOUNADISTANCIADESEGURIDADCONELVEHÍCULOQUELEPRECEDADEALMENOS100
METROS	","

200.0

100.0",Conductor,,"


DISTANCIASEGURIDAD"
